title,type,tags
Webinar de Composición Corporal y Rendimiento Físico en Baloncesto,Webinar,"[{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":true,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Evaluación"",""principal"":false,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":true,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":false,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""}]"
"Taller de Preparación Física en Rugby, Nivel 1",Taller,"[{""locale"":""es"",""name"":""Rugby"",""principal"":true,""slug"":""entrenamiento-en-rugby"",""uid"":""ts-457cfb265530c3""},{""locale"":""en"",""name"":""Rugby Training"",""principal"":true,""slug"":""rugby-training"",""uid"":""ts-457cfb265530c3""}]"
Webinar de Entrenamiento Funcional,Webinar,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""}]"
"Webinar de Entrenamiento de la Amplitud de Movimiento: Para Qué, Cuánto, Cómo y Cuándo Estirar",Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Vóleibol"",""principal"":false,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""es"",""name"":""Deportes de Combate"",""principal"":false,""slug"":""entrenamiento-deportes-combate"",""uid"":""ts-b57cfb26555064""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":false,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Fighting Sports Training"",""principal"":false,""slug"":""fighting-sports-training"",""uid"":""ts-b57cfb26555064""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de Entrenamiento Oclusivo: Un Método Para Producir Hipertrofia Muscular,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Adultos Mayores"",""principal"":false,""slug"":""actividad-fisica-y-entrenamiento-en-adultos-mayores"",""uid"":""ts-Y57cfb265585be""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Older Adults"",""principal"":false,""slug"":""physical-activity-training-in-older-adults"",""uid"":""ts-Y57cfb265585be""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
"Webinar de Ejercicio Físico, Beneficios y Riesgos, Herramientas de Prevención y Prescripción",Webinar,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación Cardiovascular"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-cardiovascular"",""uid"":""ts-157cfb265581a2""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Cardiovascular Prevention and Rehabilitation"",""principal"":true,""slug"":""cardiovascular-prevention-and-rehabilitation"",""uid"":""ts-157cfb265581a2""}]"
Webinar del Entrenamiento Vibratorio (WBV) Mediante Plataformas Para la Mejora de la Salud,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
Webinar de Origen y Pautas Para Prevenir el Dolor Abdominal Transitorio,Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""}]"
Taller de Fuerza Explosiva y Potencia Muscular Aplicada al Deporte,Taller,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":false,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""es"",""name"":""Vóleibol"",""principal"":false,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""es"",""name"":""Deportes de Combate"",""principal"":false,""slug"":""entrenamiento-deportes-combate"",""uid"":""ts-b57cfb26555064""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Evaluación"",""principal"":false,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":false,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":false,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Fighting Sports Training"",""principal"":false,""slug"":""fighting-sports-training"",""uid"":""ts-b57cfb26555064""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":false,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""}]"
Webinar del Entrenamiento de la Fuerza en los Deportes de Resistencia: Una Actualización,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Webinar de Ejercicio Intermitente como Herramienta Metodológica para el control del Peso Corporal,Webinar,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de la Detección y el Desarrollo del Talento en el Baloncesto,Webinar,"[{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":true,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":true,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""}]"
Webinar de Optimización para la Hipertrofia Muscular y su Aplicación al Entrenamiento de la Fuerza,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Suplementación"",""principal"":false,""slug"":""suplementacion-deportiva"",""uid"":""ts-V57cfb26557185""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Supplementation"",""principal"":false,""slug"":""sport-supplementation"",""uid"":""ts-V57cfb26557185""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Webinar de Neurodeporte. Herramientas Básicas de Programación Neurolingüística (PNL) Aplicadas al Entrenamiento Deportivo,Webinar,"[{""locale"":""es"",""name"":""Atletismo"",""principal"":false,""slug"":""entrenamiento-en-atletismo"",""uid"":""ts-B57cfb265546db""},{""locale"":""es"",""name"":""Deportes de Aventura"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-aventura"",""uid"":""ts-m57cfb26555947""},{""locale"":""es"",""name"":""Psicología"",""principal"":true,""slug"":""psicologia-del-deporte"",""uid"":""ts-T57cfb265575ff""},{""locale"":""en"",""name"":""Athletics Training"",""principal"":false,""slug"":""athletics-training"",""uid"":""ts-B57cfb265546db""},{""locale"":""en"",""name"":""Adventure Sports Training"",""principal"":false,""slug"":""adventure-sports-training"",""uid"":""ts-m57cfb26555947""},{""locale"":""en"",""name"":""Sport Psychology"",""principal"":true,""slug"":""sport-psychology"",""uid"":""ts-T57cfb265575ff""}]"
Webinar de Entrenamiento: La Fuerza en el Tenis de Alto Rendimiento,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":true,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":true,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
Webinar de Termorregulación e Hidratación en Niños y Adolescentes,Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Nutrición"",""principal"":true,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Hidratación"",""principal"":false,""slug"":""hidratacion-deportiva"",""uid"":""ts-C57cfb26557308""},{""locale"":""es"",""name"":""Evaluación"",""principal"":false,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":true,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sports Hydration"",""principal"":false,""slug"":""sport-hydration"",""uid"":""ts-C57cfb26557308""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":false,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
"Webinar de Entrenamiento de Hipertrofia del Tren Superior:  Biomecánica, Electromiografía, Ejemplificación y Estrategias Para Desarrollar el “Eslabón” Débil",Webinar,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""}]"
"Webinar de Reanimación Cardiorrespiratoria Básica para legos (Muerte Súbita en el Deporte) y RCP en el Gimnasio, actualización de la Asociación Americana de Cardiología",Webinar,"[{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":false,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""es"",""name"":""Natación"",""principal"":false,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""es"",""name"":""Atletismo"",""principal"":false,""slug"":""entrenamiento-en-atletismo"",""uid"":""ts-B57cfb265546db""},{""locale"":""es"",""name"":""Deportes de Combate"",""principal"":false,""slug"":""entrenamiento-deportes-combate"",""uid"":""ts-b57cfb26555064""},{""locale"":""es"",""name"":""Deportes de Aventura"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-aventura"",""uid"":""ts-m57cfb26555947""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""es"",""name"":""Prev. y Rehabilitación Cardiovascular"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-cardiovascular"",""uid"":""ts-157cfb265581a2""},{""locale"":""es"",""name"":""Adultos Mayores"",""principal"":false,""slug"":""actividad-fisica-y-entrenamiento-en-adultos-mayores"",""uid"":""ts-Y57cfb265585be""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""es"",""name"":""Salvamento y Socorrismo"",""principal"":false,""slug"":""salvamento-y-socorrismo"",""uid"":""ts-P57cfb2655920d""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Racquet Sports Training"",""principal"":false,""slug"":""racquet-sports-training"",""uid"":""ts-t57cfb265533e1""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":false,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":false,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Athletics Training"",""principal"":false,""slug"":""athletics-training"",""uid"":""ts-B57cfb265546db""},{""locale"":""en"",""name"":""Fighting Sports Training"",""principal"":false,""slug"":""fighting-sports-training"",""uid"":""ts-b57cfb26555064""},{""locale"":""en"",""name"":""Adventure Sports Training"",""principal"":false,""slug"":""adventure-sports-training"",""uid"":""ts-m57cfb26555947""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Cardiovascular Prevention and Rehabilitation"",""principal"":true,""slug"":""cardiovascular-prevention-and-rehabilitation"",""uid"":""ts-157cfb265581a2""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Older Adults"",""principal"":false,""slug"":""physical-activity-training-in-older-adults"",""uid"":""ts-Y57cfb265585be""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Rescuing"",""principal"":false,""slug"":""rescuing"",""uid"":""ts-P57cfb2655920d""}]"
Curso de Modelos de Periodización en los Deportes de Resistencia,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":false,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""es"",""name"":""Natación"",""principal"":false,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":false,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":false,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""}]"
Webinar: Optimizing Mechanisms of Muscle Hypertrophy and Their Application to Resistance Training,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de Aceleración y Freno en los Deportes Acíclicos,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":true,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""es"",""name"":""Coordinación"",""principal"":false,""slug"":""entrenamiento-de-la-coordinacion"",""uid"":""ts-n57cfb26551eab""},{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":true,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Coordination Training"",""principal"":false,""slug"":""coordination-training"",""uid"":""ts-n57cfb26551eab""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""}]"
Webinar de Entrenamiento de Maratón,Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Webinar de Suplementación para la Mejora del Rendimiento:  ¿Qué y por Qué Tomar?,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Suplementación"",""principal"":false,""slug"":""suplementacion-deportiva"",""uid"":""ts-V57cfb26557185""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Supplementation"",""principal"":false,""slug"":""sport-supplementation"",""uid"":""ts-V57cfb26557185""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
