title,type,tags
Ayudas Ergogénicas,Webinar,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Suplementación"",""principal"":true,""slug"":""suplementacion-deportiva"",""uid"":""ts-V57cfb26557185""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Supplementation"",""principal"":true,""slug"":""sport-supplementation"",""uid"":""ts-V57cfb26557185""}]"
"Curso de Entrenamiento de la Fuerza, Prevención de Lesiones, Velocidad y Flexibilidad en Natación",Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Natación"",""principal"":true,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":true,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""}]"
Curso de Entrenamiento Específico de las distintas Pruebas de Natación y La Preparación para el Alto Rendimiento de Jóvenes Promesas,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Natación"",""principal"":true,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":true,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""}]"
Curso de Periodización y Entrenamiento de la Resistencia en Natación,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Natación"",""principal"":true,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":true,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""}]"
Entrenador Especialista en Natación,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Natación"",""principal"":true,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":true,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""}]"
Dificultades para la Modificación de la Composición Corporal en Sobrepeso/Obesidad: Prescripción de Ejercicio Físico,Webinar,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
"Máster Internacional en Prevención, Readaptación Físico-Deportiva y Entrenamiento Personalizado",Máster,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Certificación Entrenador de Fuerza y Acondicionamiento (EFAC) Nivel Inicial,Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""}]"
Experto Universitario en Entrenamiento Personalizado,Posgrado,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""}]"
Curso de Fisiología del Entrenamiento en el Ciclismo de Ruta y Mountain Bike,Curso,"[{""locale"":""es"",""name"":""Ciclismo"",""principal"":true,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":true,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Road Cycling Training"",""principal"":false,""slug"":""road-cycling-training"",""uid"":""ts-t57cfb26553fbd""},{""locale"":""en"",""name"":""Mountain Bike Training"",""principal"":false,""slug"":""mountain-bike-training"",""uid"":""ts-a57cfb26554380""}]"
Experto Universitario en Prevención y Readaptación Físico-Deportiva,Posgrado,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":true,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Curso de Biomecánica del Ciclismo,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":false,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""es"",""name"":""Biomecánica"",""principal"":false,""slug"":""biomecanica"",""uid"":""ts-u57cfb26556e68""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":false,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Biomechanics"",""principal"":false,""slug"":""biomechanics"",""uid"":""ts-u57cfb26556e68""}]"
Webinar de Suplementación para la Ganancia de Masa Muscular,Webinar,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Suplementación"",""principal"":true,""slug"":""suplementacion-deportiva"",""uid"":""ts-V57cfb26557185""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Supplementation"",""principal"":true,""slug"":""sport-supplementation"",""uid"":""ts-V57cfb26557185""}]"
Curso de Entrenamiento de la Fuerza en el Ciclismo,Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":true,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":true,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""}]"
Curso de Periodización del Entrenamiento en el Ciclismo,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":true,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":true,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Entrenador Especialista en Ciclismo de Ruta y Mountain Bike,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":true,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":true,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""}]"
Scouting y Video Análisis en Equipos de Base y Cantera,Taller,"[{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Fútbol"",""principal"":true,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Evaluación"",""principal"":false,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":true,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":false,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""}]"
"Experto en Seguridad de Instalaciones Deportivas y Eventos Recreativos, Culturales y Deportivos: Iberoamérica",Posgrado,"[{""locale"":""es"",""name"":""Gestión"",""principal"":true,""slug"":""gestiona-deportiva"",""uid"":""ts-W57cfb26559764""},{""locale"":""en"",""name"":""Sport Management"",""principal"":true,""slug"":""sport-management"",""uid"":""ts-W57cfb26559764""}]"
Programación y Planificación en Triatlones de Media y Larga Distancia,Taller,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":false,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":false,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
Entrenador Especialista en Triatlón,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":true,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":true,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
Curso de Nutrición Aplicada al Triatlón,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":true,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":true,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
Curso de Entrenamiento de Fuerza y Valoración de la Performance en el Triatlón,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":true,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":true,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
Curso de Planificación del Entrenamiento en Triatlón con Especialización en Distancia Ironman y Half-Ironman,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":true,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":true,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
Simposio Internacional de Preparación Física en Deportes de Equipo,Simposio,"[{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":true,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":true,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
Prevención y Readaptación de Lesiones Deportivas,Webinar,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
La Influencia de la Fatiga en la Densidad del Entrenamiento,Webinar,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Aplicaciones del Entrenamiento de la Fuerza Mediante Sobrecargas Excéntricas,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""}]"
Prevención de Lesiones en el Entrenamiento de Musculación,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Curso de Introducción y Entrenamiento de la Resistencia en el Triatlón,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":true,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":true,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
Webinar de Prescripción del Ejercicio Durante el Embarazo,Webinar,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
Programación del Entrenamiento Funcional de Élite,Taller,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":false,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":false,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Weightlifting Training"",""principal"":false,""slug"":""weightlifting-training"",""uid"":""ts-257cfb26555f83""}]"
Taller de Planificación del Entrenamiento Deportivo,Taller,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""}]"
"Entrenamiento de la Resistencia de Corta, Media y Larga Duración",Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":false,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":false,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""}]"
Entrenamiento con Kettelbels,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Coordinación"",""principal"":false,""slug"":""entrenamiento-de-la-coordinacion"",""uid"":""ts-n57cfb26551eab""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Coordination Training"",""principal"":false,""slug"":""coordination-training"",""uid"":""ts-n57cfb26551eab""}]"
Entrenamiento HIIT,Webinar,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
"Equipos de Cantera y Escuelas Deportivas. ""Bases Psicopedagógicas del Entrenamiento en Jóvenes""",Webinar,"[{""locale"":""es"",""name"":""Psicología"",""principal"":false,""slug"":""psicologia-del-deporte"",""uid"":""ts-T57cfb265575ff""},{""locale"":""es"",""name"":""Niños y Adolescentes"",""principal"":true,""slug"":""actividad-fisica-y-entrenamiento-en-ninos-y-adolescentes"",""uid"":""ts-e57cfb26558457""},{""locale"":""es"",""name"":""Coaching"",""principal"":false,""slug"":""coaching-deportivo"",""uid"":""ts-R57cfb2655937c""},{""locale"":""en"",""name"":""Sport Psychology"",""principal"":false,""slug"":""sport-psychology"",""uid"":""ts-T57cfb265575ff""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Children \u0026 Adolescents"",""principal"":true,""slug"":""physical-activity-training-in-children-adolescents"",""uid"":""ts-e57cfb26558457""},{""locale"":""en"",""name"":""Sports Coaching"",""principal"":false,""slug"":""sports-coaching"",""uid"":""ts-R57cfb2655937c""}]"
"Taller de Podología Deportiva: Prevención de Lesiones, Análisis de la Pisada y Elección de Calzado",Taller,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Fisiología del Esfuerzo en Entrenamiento Funcional de Élite,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Programación y Planificación para un Triatlón de Media Distancia. Aspectos Mentales a Tener en Cuenta,Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Entrenamiento en Triatlón"",""principal"":false,""slug"":""entrenamiento-en-triatlon"",""uid"":""ts-G57cfb2655953f""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Triathlon Training"",""principal"":false,""slug"":""triathlon-training"",""uid"":""ts-G57cfb2655953f""}]"
